"filename", "language", "TypeScript", "Ruby", "JSON with Comments", "JSON", "JavaScript", "HTML", "Properties", "Markdown", "CSS", "Python", "YAML", "Batch", "pip requirements", "comment", "blank", "total"
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\services\product_lookup.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 151, 0, 0, 0, 4, 37, 192
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\services\product_matcher.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 409, 0, 0, 0, 16, 42, 467
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\tasks\product_cleanup.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 10, 29, 143
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\templates\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 4, 51
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\templates\base_template.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 7, 36
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\templates\ci_template.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 2, 70
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\templates\config.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 4, 4, 28
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\templates\pi_template.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 0, 0, 0, 7, 2, 115
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\templates\pl_template.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 2, 63
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\templates\purchase_template.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 2, 102
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\templates\xlsx_mapping\ci_mapping.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 6, 9, 122
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\templates\xlsx_mapping\contract_mapping.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 0, 0, 9, 20, 118
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\templates\xlsx_mapping\pi_mapping.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 174, 0, 0, 14, 14, 202
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\templates\xlsx_mapping\pl_mapping.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 0, 0, 5, 8, 103
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\tests\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\tests\_helpers.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 2, 14, 52
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\tests\check_pi_item_extra_fields.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 18, 85
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\tests\dist_smoke.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 4, 21
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\tests\e2e_detail_en.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 4, 8, 44
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\tests\e2e_save_race.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 3, 7, 34
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\tests\find_listeners.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 2, 19
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\tests\find_pi_db.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 2, 24
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\tests\find_python.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 3, 22
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\tests\inspect_after_save.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 2, 14
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\tests\inspect_pi_items.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 2, 18
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\tests\show_extra_columns.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 4, 25
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\tests\test_offline_features.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 0, 0, 0, 27, 42, 179
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\tests\test_product_search.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 330, 0, 0, 0, 13, 95, 438
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\tests\test_product_supplier_url.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 9, 52, 318
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\tests\test_put_detail.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 2, 5, 26
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\tests\test_put_detail2.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 1, 10
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\tests\test_save_detail.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 5, 10, 53
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\tests\test_supplier_platform.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 164, 0, 0, 0, 6, 45, 215
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\tests\test_supplier_platform_api.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 219, 0, 0, 0, 8, 48, 275
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\utils\number_generator.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 213, 0, 0, 0, 1, 48, 262
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\utils\product_code_generator.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 0, 0, 0, 8, 25, 123
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\utils\volume_calculator.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 3, 18
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\version.json", "JSON", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\build\PI-Manager-AllInOne\qt.conf", "Properties", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\build\PI-Manager-AllInOne\xref-PI-Manager-AllInOne.html", "HTML", 0, 0, 0, 0, 0, 38627, 0, 0, 0, 0, 0, 0, 0, 0, 6169, 44796
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\api\async_client.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 1, 14, 77
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\api\cached_client.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 246, 0, 0, 0, 22, 79, 347
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\api\client.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 967, 0, 0, 0, 35, 237, 1239
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\api\logging_config.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 2, 8, 39
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\cache_manager.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 157, 0, 0, 0, 22, 33, 212
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\client.spec", "Ruby", 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12, 106
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\config.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 9, 5, 61
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\config\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 11, 8, 106
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\config\local_settings.json", "JSON", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\config\local_settings_manager.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 148, 0, 0, 0, 19, 48, 215
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\config\product_categories.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 2, 6, 36
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\constants.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 1, 6, 67
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\dialogs\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 15, 5, 85
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\dialogs\auth.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 213, 0, 0, 0, 2, 50, 265
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\dialogs\common.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 147, 0, 0, 0, 1, 31, 179
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\dialogs\customer.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 753, 0, 0, 0, 12, 140, 905
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\dialogs\inventory.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 2, 10
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\dialogs\order.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 119, 0, 0, 0, 1, 31, 151
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\dialogs\payment.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 548, 0, 0, 0, 4, 64, 616
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\dialogs\pi.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 1, 2, 13
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\dialogs\product.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 1, 37, 114
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\dialogs\purchase.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 1, 9
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\dialogs\quote.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 438, 0, 0, 0, 6, 54, 498
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\dialogs\shipment.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 393, 0, 0, 0, 6, 47, 446
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\dialogs\supplier.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 451, 0, 0, 0, 16, 79, 546
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\main.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 8281, 0, 0, 0, 619, 1408, 10308
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\product_categories.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 13, 25, 121
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\requirements.txt", "pip requirements", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 1, 9
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\services\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 5, 15
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\services\order_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 367, 0, 0, 0, 23, 73, 463
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\utils\auto_updater.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 185, 0, 0, 0, 11, 41, 237
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\utils\duplicate_detector.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 1, 19, 118
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\utils\machine_id.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 2, 18, 79
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\version.json", "JSON", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\web_container\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 2, 6
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\web_container\channel_bridge.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 7, 14, 59
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\web_container\file_dialogs.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 11, 38
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\web_container\native_api.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 0, 0, 0, 1, 17, 113
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\web_container\routes.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 2, 16
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\web_container\web_view.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 0, 0, 0, 6, 18, 117
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 5, 5, 80
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\action_bar.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 0, 0, 0, 14, 22, 160
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\customer_product_dialog.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 819, 0, 0, 0, 33, 172, 1024
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\export_preview_dialog.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 202, 0, 0, 0, 14, 54, 270
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\file_upload_dialog.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 139, 0, 0, 0, 0, 20, 159
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\memo_dialog.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 17, 106
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\order_history_dialog.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 16, 40, 172
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\order_import_dialog.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1318, 0, 0, 0, 150, 259, 1727
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\order_summary\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 1, 5, 26
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\order_summary\batch_inbound_dialog.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 4, 15, 104
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\order_summary\constants.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 153, 0, 0, 0, 19, 14, 186
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\order_summary\customer_payment_dialog.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 155, 0, 0, 0, 12, 25, 192
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\order_summary\inbound_dialog.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 6, 12, 79
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\order_summary\order_detail_panel.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1316, 0, 0, 0, 202, 232, 1750
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\order_summary\order_list_panel.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 690, 0, 0, 0, 65, 136, 891
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\order_summary\order_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 144, 0, 0, 0, 11, 42, 197
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\order_summary\order_summary_tab.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 755, 0, 0, 0, 89, 134, 978
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\order_summary_dialogs.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 225, 0, 0, 0, 14, 52, 291
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\order_summary_edit_dialog.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 742, 0, 0, 0, 77, 121, 940
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\order_version_detail_dialog.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 143, 0, 0, 0, 24, 50, 217
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\payment\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 3, 9
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\payment\water_bill_viewer.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 248, 0, 0, 0, 13, 49, 310
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\payment_dialog.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 0, 20, 107
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\pi_management\pi_history_tab.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 0, 0, 0, 6, 26, 192
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\pi_management\snapshot_dialog.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 1, 8, 32
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\product_item_edit_dialog.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 382, 0, 0, 0, 20, 42, 444
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\product_oe_dialog.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 173, 0, 0, 0, 9, 37, 219
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\product_supplier_dialog.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 417, 0, 0, 0, 30, 81, 528
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\purchase_dialog.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1291, 0, 0, 0, 182, 241, 1714
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\purchase_snapshot_dialog.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 1, 7, 43
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\reply_export_dialog.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 158, 0, 0, 0, 6, 28, 192
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\settings_dialog.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 472, 0, 0, 0, 33, 76, 581
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\shipment_create_dialog.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 274, 0, 0, 0, 33, 71, 378
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\shipment_detail_panel.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 8, 29, 148
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\shipment_export_tab.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 9, 25, 156
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\shipment_pending_panel.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 8, 20, 127
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\shipment_product_select_dialog.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 6, 23, 145
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\shipment_summary_panel.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 3, 14, 75
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\shipment_tab.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 292, 0, 0, 0, 18, 65, 375
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\single_order_dialog.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 311, 0, 0, 0, 12, 61, 384
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\status_indicator.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 178, 0, 0, 0, 14, 40, 232
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\client\widgets\supplier_change_dialog.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 2, 15, 100
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\data\formal_records\PISFV902607082.json", "JSON", 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\data\formal_records\PISMI902607052.json", "JSON", 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\docs\spec.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 371, 0, 0, 0, 0, 0, 0, 111, 482
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\docs\superpowers\plans\2026-07-02-order-product-edit-plan.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 1086, 0, 0, 0, 0, 0, 0, 260, 1346
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\docs\superpowers\plans\2026-07-02-remove-temporary-product.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 537, 0, 0, 0, 0, 0, 0, 237, 774
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\docs\superpowers\plans\2026-07-03-customer-product-number-plan.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 507, 0, 0, 0, 0, 0, 0, 189, 696
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\docs\superpowers\plans\2026-07-03-duplicate-product-detection-plan.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 534, 0, 0, 0, 0, 0, 0, 173, 707
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\docs\superpowers\plans\2026-07-03-single-order-dialog-plan.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 259, 0, 0, 0, 0, 0, 0, 92, 351
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\docs\superpowers\plans\2026-07-05-order-summary-web-migration-plan.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 410, 0, 0, 0, 0, 0, 0, 113, 523
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\docs\superpowers\plans\2026-07-06-order-item-edit-dialog.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 477, 0, 0, 0, 0, 0, 0, 129, 606
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\docs\superpowers\plans\2026-07-08-negotiation-history-implementation.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 509, 0, 0, 0, 0, 0, 0, 160, 669
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\docs\superpowers\plans\2026-07-09-payment-management-plan.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 806, 0, 0, 0, 0, 0, 0, 123, 929
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\docs\superpowers\plans\2026-07-10-unified-web-tabs-plan.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 398, 0, 0, 0, 0, 0, 0, 159, 557
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\docs\superpowers\plans\2026-07-11-purchases-management-plan.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 315, 0, 0, 0, 0, 0, 0, 65, 380
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\docs\superpowers\plans\2026-07-17-product-search.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 1905, 0, 0, 0, 0, 0, 0, 492, 2397
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\docs\superpowers\plans\2026-07-22-product-supplier-url-impl.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 1380, 0, 0, 0, 0, 0, 0, 234, 1614
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\docs\superpowers\plans\2026-07-22-qt-qwebchannel-offline-deployment-impl.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 217, 0, 0, 0, 0, 0, 0, 58, 275
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\docs\superpowers\specs\2026-07-02-order-product-edit-design.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 175, 0, 0, 0, 0, 0, 0, 64, 239
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\docs\superpowers\specs\2026-07-02-remove-temporary-product-design.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 44, 215
